Dataset Name,Begin Datetime,End Datetime,Notes,Attribute Description,Resource ID,Resource URL,Resource Format
blickbeziehungen-und-ihre-bedeutung-bei-bauvorhaben-in-wien,2019-09-27T00:00:00,,"Blickbeziehungen prägen das Stadtbild, stiften Identität und tragen zur Orientierung bei. Bei der Bewertung von Hochhausprojekten und anderen großen Bauprojekten spielen sie eine wichtige Rolle.
Zur Abschätzung der Stadtbild-Verträglichkeit großer Bauvorhaben sind zwei Arten von Blickbeziehungen von Bedeutung:  
- Blickbeziehungen, die aus dem Straßenraum auf markante Blickziele gerichtet sind  
- Blickbeziehungen, die von beliebten Ausblickspunkten und Rundblicken aus sehenswerte Stadtansichten oder Panoramen bieten","ART (=Rundblick oder Ausblickspunkt)   BEZEICHNUNG (=Nummer Bezirk, Objektbezeichnung)   SHAPE (=Geometrie)   RANK (=Kategorie A, B oder C)   BLICKZIEL_ID (=fortlaufende Nummer Blickziel)   THUMBNAIL_PATH (=Link zum zugeordneten Thumbnail)   BUFFERDISTANZ (=Betrachtungsbereich, Durchmesser in Meter)",cae83ade-193d-4210-8941-ef53421b2343,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:SICHTBARKEITPOGD&srsName=EPSG:4326&outputFormat=csv,CSV
blickbeziehungen-und-ihre-bedeutung-bei-bauvorhaben-in-wien,2019-09-27T00:00:00,,"Blickbeziehungen prägen das Stadtbild, stiften Identität und tragen zur Orientierung bei. Bei der Bewertung von Hochhausprojekten und anderen großen Bauprojekten spielen sie eine wichtige Rolle.
Zur Abschätzung der Stadtbild-Verträglichkeit großer Bauvorhaben sind zwei Arten von Blickbeziehungen von Bedeutung:  
- Blickbeziehungen, die aus dem Straßenraum auf markante Blickziele gerichtet sind  
- Blickbeziehungen, die von beliebten Ausblickspunkten und Rundblicken aus sehenswerte Stadtansichten oder Panoramen bieten","ART (=Rundblick oder Ausblickspunkt)   BEZEICHNUNG (=Nummer Bezirk, Objektbezeichnung)   SHAPE (=Geometrie)   RANK (=Kategorie A, B oder C)   BLICKZIEL_ID (=fortlaufende Nummer Blickziel)   THUMBNAIL_PATH (=Link zum zugeordneten Thumbnail)   BUFFERDISTANZ (=Betrachtungsbereich, Durchmesser in Meter)",7c4b860c-9a57-4374-ae29-38a1f9333e0c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:FREQUENZKARTEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
blickbeziehungen-und-ihre-bedeutung-bei-bauvorhaben-in-wien,2019-09-27T00:00:00,,"Blickbeziehungen prägen das Stadtbild, stiften Identität und tragen zur Orientierung bei. Bei der Bewertung von Hochhausprojekten und anderen großen Bauprojekten spielen sie eine wichtige Rolle.
Zur Abschätzung der Stadtbild-Verträglichkeit großer Bauvorhaben sind zwei Arten von Blickbeziehungen von Bedeutung:  
- Blickbeziehungen, die aus dem Straßenraum auf markante Blickziele gerichtet sind  
- Blickbeziehungen, die von beliebten Ausblickspunkten und Rundblicken aus sehenswerte Stadtansichten oder Panoramen bieten","ART (=Rundblick oder Ausblickspunkt)   BEZEICHNUNG (=Nummer Bezirk, Objektbezeichnung)   SHAPE (=Geometrie)   RANK (=Kategorie A, B oder C)   BLICKZIEL_ID (=fortlaufende Nummer Blickziel)   THUMBNAIL_PATH (=Link zum zugeordneten Thumbnail)   BUFFERDISTANZ (=Betrachtungsbereich, Durchmesser in Meter)",002c2d8c-4870-4b8e-8591-765b19e45247,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:SICHTBARKEITOGD&srsName=EPSG:4326&outputFormat=csv,CSV
beratungszentrum-pflege-und-betreuung-wien,2019-01-01T00:00:00,,"Sie möchten wissen, welche Pflege- und Betreuungsangebote es in Wien gibt? Der Fonds Soziales Wien berät Sie und sorgt dafür, dass Sie genau die Unterstützung bekommen, die Sie brauchen.",,06a2fc73-d3fd-413b-b07f-63790e522e06,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BERATUNGSZENTROGD&srsName=EPSG:4326&outputFormat=csv,CSV
barrierefreie-bankfilialen-bank-austria-wien,2020-03-27T00:00:00,,Es werden alle Filialstandorte der Unicredit Bank Austria AG in Wien inkl. link zum Filialfinder der Bank Austria angezeigt. Alle Bankfilialen der Unicredit Bank Austria in Österreich sind barrierefrei ausgestattet.,Titel    Filialbezeichnung   Adresse  Weitere Informationen (Detaillink der Filiale zum Filialfinder),09604c88-7ca9-4a6a-922c-2ee77059df0c,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BANKAUSTRIAOGD&srsName=EPSG:4326&outputFormat=csv,CSV
arzte-standorte-wien,2019-12-16T00:00:00,,Standorte der Arztpraxen der niedergelassenen Ärzte und Ärztinnen in Wien,NAME: Name des Arztes  ADRESSE:Adresse der Ordination  FACHRICHTUNG: Fachrichtung  TELEFON: Telefonnummer  WEITERE INFORMATIONEN: Link zum spezifischen Eintrag im praxisplan.at,50950a6b-ebd9-4c5e-8ba4-82130d9d644e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:ARZTOGD&srsName=EPSG:4326&outputFormat=csv,CSV
apotheken-standorte-wien,2019-06-27T00:00:00,,Standorte der Wiener Apotheken,BEZEICHNUNG: Name der Apotheke  ADRESSE: Adresse  TELEFON: Telefonnummer  FAX: Fax  E-Mail: E-Mail  WEBLINK1:URL zur Homepage,ccc09fc9-5750-461a-bd4e-5976bd621f4e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:APOTHEKEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
antike-strabenzuge-wien,2020-02-13T00:00:00,,Verlauf der wichtigsten römischen Straßenzüge im Bereich der heutigen Stadt Wien. Vom römischen Straßennetz sind bis jetzt nur die Durchzugsstraßen gesichert. Außer tatsächlich aufgefundenen Straßenstücken bilden auch Meilensteine Belege für den Verlauf der Straßen.,OBJECTID  ID  NAME  SHAPE  BEZEICHNUNG  INFO  SHAPE.LEN,b82fc4cd-eb1f-4687-b662-1f553ea15fea,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:ARCHAEOSTRASSENOGD &srsName=EPSG:4326&outputFormat=csv,CSV
antike-siedlungsbereiche-wien,2020-02-13T00:00:00,,"Ausdehnung des Römischen Siedlungsbereiche im Wiener Stadtbereich (Legionslager, Lagervorstadt, Zivilsiedlung, Gräberfelder, Straßenstation)",OBJECTID  ID  BEREICH  SHAPE  MO_CODE  INFO  SHAPE.AREA  SHAPE.LEN,178959eb-a96c-43df-a316-70f8a3987717,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:ARCHAEOSDLGOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_ehemalige-synagogen-standorte-wien,2022-09-29T00:00:00,,Abgekommene mittelalterliche und neuzeitlich Synagogen,"OBJECTID
STANDORT
BAUINFO
ARCHITEKT
FASSUNGSVERMOEGEN
LINK1
LINK2>http://de.wikipedia.org/wiki
PFAD_VORSCHAUBILD
BEZEICHNUNG",9c478780-e069-44d1-918e-d5f93f54cc07,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:SYNAGOGENOGD&srsName=EPSG:4326&outputFormat=csv,CSV
wien-geschichte-wiki,2019-06-04T00:00:00,,"Semantische Daten aus der historischen Wissensplattform der Stadt Wien. Derzeit werden historische Daten zu Gebäuden, Topografischen Objekten und Organisationen zur Verfügung gestellt.",Geschichte,a230cfe8-95d9-474a-9436-fe6659a4e40d,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:KULTURWIKIOGD &srsName=EPSG:4326&outputFormat=csv,CSV
werbetraeger-linie-wien,2017-09-01T00:00:00,2018-06-30T00:00:00.000,"Der Werbeträger meint das Medium, also den Träger (Fläche), auf welchem Werbung platziert werden kann. Es geht dabei um sogenannte Fremdwerbung, also Werbung, die nicht and den Ort der Leistung gebunden ist. Das heißt, Unternehmen können unabhängig vom Standort für ihre Wirtschaftswerbung solche Werbeträger mieten.

Typische Träger von Fremdwerbung, die sehr häufig im Stadtbild und auf öffentlichem Gut anzutreffen sind:
- Rolling Boards
- Plakatwände
- City Lights in Wartehallen oder Telefonzellen
- City Lights frei stehend
- Leuchtsäulen
- Litfaßsäulen (Kulturwerbung)
- Miniposter (Halbschalen) an Lichtmasten (Kulturwerbung)
- Flachschilder auf Lichtmasten

Im Vergleich zur Fremdwerbung ist Eigenwerbung, mit seltenen Ausnahmen, nur auf privatem Grund (nicht im öffentlichen Gut) erlaubt. Dies ist zum Beispiel der Fall, wenn ein wirtschaftlicher oder kultureller Betrieb (z.B. Theater, Museum, Automechaniker etc.) vor Ort auf sich selbst aufmerksam macht.

","Neben der Position wird die Ausdehnung (Länge) und Richtung (Winkel zur Straßenachse) eines Werbeträgers über eine 3D Polylinie definiert (Koordinaten für Lage und Höhe der Stützpunkte). Je nach Situation entspricht die Linie der Ober- oder Unterkante des Werbeträgers. Diese Information ist in einem eigenen Attribut gespeichert.
# Liste der Attribute

GRUPPE: Werbeträgertyp

AW	Aufgeständerte Werbetafel	
BB	Billboardanlage	
CL	Citylight	
ES	E-Screen	
FS	Flachschild auf Lichtmast (Spannmasttafel)	
HS	Halbschale (Miniposter)	
LF	Litfaßsäule	
LS	Leuchtsäule	
PE	Plakatwand an Einfriedung	
PF	Plakatwand frei stehend)
PG	Plakatwand an Gebäudefassade	
RB	Rollingboard	
SF	Stelen, Fahnen, Vitrinen, Pylone	
TC	Telefonzelle mit Citylight	
TK	Telefonzelle mit Kleinformat	
WC	Wartehalle der Wr. Linien mit Citylight	
WP	Wartehalle der Wr. Linien mit Plakatwand

KANTE: Der Kantentyp gibt an, ob ein Werbeträger an der Ober- oder Unterkante des Objektes digitalisiert ist.

O Oberkante des Werbeträgers
U Unterkante des Werbeträgers

ANMERKUNG: Dieses Feld ist für allgemeine Informationen in Form eines Freitextes oder eines bestimmten Codes vorgesehen. Im Normalfall ist das Attribut leer. Beispiel: Ein Werbeträger mit dem Typ ""Citylight"" und der Anmerkung ""F"" heißt, dass der Werbeträger sich im Gegensatz zur normalerweise freihestehenden Montage an einer Fassade befindet.

F Der Werbeträger befindet sich an einer Fassade montiert.
E Der Werbeträger befindet sich an einer Einfriedung montiert.
",bde01031-64f9-4320-97e0-b6d5f4d9dce3,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WERBETRAEGERLINOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_historischewasserleitungenwien,2011-12-14T00:00:00,,Verlauf von ausgewählten historischen Wasserleitungen aus dem 18. und 19. Jahrhundert,OBJECTID  NAME  VERLAUF  INFO_KURZ  TYP  SHAPE  SHAPE.LEN,4f1714c6-19d2-4f4b-bc1a-c352ed38f006,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:HISTWASSERLTGOGD &srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_historische-gartenanlagen-in-wien,,,"Dargestellt werden die Inventarisierungsergebnisse aus dem Buch von Eva Berger „Historische Gärten Österreichs - Garten- und Parkanlagen von der Renaissance bis um 1930“; Band 3 Wien; 2004 Böhlau Verlag Wien-Köln, Weimar. Zielsetzung dieses Werkes war, einen Überblick zu den öffentlichen und privaten erhaltenen Gärten und Parks in Österreich, von der Renaissance bis um 1930/40 zu erstellen. Der gegenständliche Layer zeigt die Ist-Zustände der Gärten zum Zeitpunkt ihrer Aufnahme. ",OBJECTID (=Eine ID) SHAPE (=Geometrie) SHAPE_Lenght (=Länge der Linien Geometrie) SHAPE_Area (=Fläche der Geometrie) ID (=eindeutige Identifizierungsnummer),f92b7677-b565-409e-b5ae-607b9b71a7ea,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:HISTGARTENOGD,CSV
stadt-wien_burgenundschlsserstandortewien,2011-12-14T00:00:00,,"Mittelalterliche Burgen und Schlösser, Standorte, Wien","-NAME: Objektbezeichnung

-KATEGORIE: Kategorie

-BESCHREIBUNG: Objektbeschreibung

-SICHTBAR / NICHT SICHTBAR",92934589-6b81-4c5e-9fa2-c486990477e2,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:BURGSCHLOSSOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_mistpltzestandortewien,2011-05-09T00:00:00,,"Mistplätze der MA 48, Wien","BEZIRK: Wiener Gemeindebezirksnummer
  

ADRESSE: Adresse (Straßenname, Orientierungsnummer)
  

OBJEKT: Objekttyp

  
OEFFNUNGSZEIT: Öffnungszeit (Wochentag, Uhrzeit)


Weblink: Link zur Webseite des Mistplatzes",c051104b-fbe8-4006-bec6-98f3a57e3fb7,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:MISTPLATZOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,6698d44a-b947-4ee4-b8a5-f00a3a56f4a5,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRBP2010OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,df24a788-6924-4989-a73f-20d03e8e6b75,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:WAHLSPRBP2016OGD,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,0aefbe27-e48d-431d-9f44-1eb31dc9b9bd,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRBP2022OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,9e989d97-3893-4eb9-a40b-76f49ab0518d,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPREU2009OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,9c23cce2-0473-42f7-83db-e5912b6fd329,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPREU2014OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,4d7a5803-eb39-439e-8ad5-dc3ae29f69ec,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPREU2019OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,89131fae-cb01-49c6-aa4c-f9c6e7f1e8dd,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRGR2005OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,2f14f627-2055-4b59-8b2d-f83b22236dd5,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRGR2010OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,25d1d170-626f-4e27-b56f-58d5c9afe2e4,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRGR2015OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,37034c3e-1006-45b1-9fc1-b25872412aaf,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRGR2020OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,d9ae3342-a99a-4552-85a6-c87cedbfc87a,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRNR2006OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,3af4d9eb-bd2a-493e-952c-548b5e40ea0f,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRNR2008OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,9870c462-f3d0-4f26-a20c-cb1f0cc9ba73,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRNR2013OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,b2795e18-11f2-4ac6-94ce-46cedac0181f,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:WAHLSPRNR2017OGD,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,ce46d338-7d17-4f21-8eef-02ddddd869ca,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:WAHLSPRNR2019OGD,CSV
stadt-wien_wahleninwienwahlsprengel,2005-01-01T00:00:00.000,,Wahlsprengel in Wien,,071bd35c-db36-470d-9aac-87734645a96e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:WAHLSPRVB2013OGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_escooterbeschraenkungszonen-wien,2022-06-27T00:00:00.000,,"Um ein besseres Miteinander im öffentlichen Raum zu gewährleisten, wurden für Sharing-Mobility-Anbieter (z.B. E-Scooter-Anbieter) einige Regeln aufgestellt. In diesem Datensatz werden Zonen definiert, in denen bestimmte Beschränkungen gelten. Es handelt sich dabei um (zeitabhängige) Fahr- und/oder Abstellverbote, Geschwindigkeitsbeschränkungen bzw. Abstellmöglichkeiten. Die Zonen basieren u.a. auf Fußgängerzonen, Begegnungszonen und den Flächen der ständigen Märkte laut Marktordnung.","Der Datensatz enthält verschiedene Beschränkungszonen für Sharing-Mobility-Anbieter. Die Art der Beschränkung ist im Attribut TYP zu finden. Die tägliche Gültigkeitsdauer ist den Attributen ZEITRAUM_MO, ZEITRAUM_DI usw. zu entnehmen.",1e1c1a6d-0339-49c8-99e7-51850f45353e,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:ESCOOTPARKVERBOGD,CSV
stadt-wien_euprojekte,2013-03-29T00:00:00.000,,EU-Projekte mit Beteiligung Städtischer Organisationen,"id:	laufende, interne DB-ID
eu_foerderbetrag:	EU-Förderbetrag
foerderthema:	Förderbereich Mehrfachnennung
foerderprogramm:	Langname/Bezeichnung EU-Programm
laufzeit:	Projektlaufzeit (Beginn - Ende)
eu_projekttitel:	Projektbezeichnung/Langname
projektbeschreibung:	Projektbeschreibung
projekttraeger:	Name Institution (Organisation, Dienststelle)
rechtswert:	Rechtswert (Koord. x-Achse)
hochwert:	Hochwert (Koord. y-Achse)
standort_hausnummer:	Projektstandort: Hausnummer, Stiege, Stock…
standort_ort:	Ort (Ort der Projektumsetzung)
plz:	PLZ
standort_stiege:	Projektstandort: Hausnummer, Stiege, Stock…
standort_stock:	Projektstandort: Hausnummer, Stiege, Stock…
standort_strasse:	Straße
standort_tuer:	Projektstandort: Hausnummer, Stiege, Stock…
projektstatus:	Projektstatus
projekt_website:	URL/Projekt-Webseite
nationale_foerderung:	Nationale Förderung/Land Wien Förderung
foerdertyp:	Fördertyp
eza_call:	EZA Call
projektergebnis:	Projektergebnis
standort-kontinent:	Projektstandort-Kontinent (EZA)
standort_staat:	Zielland (EZA-)Projektumsetzung
standort_anmerkungen:	Anmerkungen z. Projektstandort",5bbfa908-a27b-4adc-b5f4-4341664d7f91,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:EUPROJEKTNEUOGD,CSV
stadt-wien_trinkbrunnenstandortewien,2011-05-09T00:00:00.000,,"Trinkbrunnen, Sprühnebel, Standorte, Wien","TYP_NUM:<br>
1 Grundwasserbrunnen<br>

2 Hundetrinkbrunnen<br>

3 Spielbrunnen<br>

4 Trinkbrunnen<br>

5 Trinkbrunnen mit Tränke<br>

7 Auslaufbrunnen<br>

9 Sommerspritzer<br>

10 Trinkhydrant<br>

11 Sprühnebeldusche<br>

12 Bodenfontäne<br>

13 Wasserspielmöglichkeit<br>

14 Mobiler Trinkbrunnen mit Sprühnebelfunktion - Brunnhilde<br>

15 Nebelstelen<br>

16 Schiff<br>

17 Auslaufbrunnen mit Tränke<br>

18 Trinkhydrant mit Tränke<br>",4fbf9889-4293-4590-82ec-acb3c0522f0a,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:TRINKBRUNNENOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_touristische-kategorien-standorte-wien,2022-03-31T00:00:00.000,,Diverse Standorte in Wien nach Kategorien gegliedert,,7315a62a-d223-4b1e-9360-df333061ce99,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:WIENTOURISMUSOGD,CSV
stadt-wien_gefrdertesolarthermieanlagenwien,2015-01-01T00:00:00,,"Die Karte zeigt die Verteilung sämtlicher von der Stadt Wien geförderter Solarthermieanlagen im Stadtgebiet von Wien, ergänzt durch Informationen bzgl. ihrer Kollektorenfläche und das Errichtungsdatum.","STID: eindeutige ID  
Bez: Bezirk, Baujahr, Flaeche [m²]",2a6f4e8b-3256-4352-92ba-3bdf29730e78,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:ENGEFSTANLOGD,CSV
stadt-wien_gefrdertephotovoltaikanlagenwien,2014-01-01T00:00:00,,"Die Karte zeigt die Verteilung sämtlicher im Rahmen der Ökostromförderung geförderter Photovoltaikanlagen im Stadtgebiet von Wien, ergänzt durch Informationen bzgl. ihrer Leistungsfähigkeit und das Errichtungsdatum.","PVID: eindeutige ID  
Bez: Bezirk  
Baujahr, Leistung: elektrisch brutto [kW]",036cd168-3249-47b4-ae1a-9ed475b12e62,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:ENGEFPVANLOGD,CSV
stadt-wien_gefoerderte-waermepumpen-standorte-wien,2022-03-24T00:00:00,,In der Karte sind die Standorte der geförderten Wärmepumpen in Wien ersichtlich. ,"WPID: eindeutige ID
Medien: Welches Medium wird verwendet: (Wasser, Sole Luft)
Nennleistung: Leistung elektrisch brutto [kW]
PLZ: Postleitzahl
Baujahr: Jahr der Errichtung
",8ce91db4-018f-4a48-a07e-39b99751df39,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:ENGEFWPANLOGD,CSV
stadt-wien_archologischefundpunktewien,1900-01-01T00:00:00,,"Lage, Beschreibung und weiterführende Informationen über archäologische Fundstellen in Wien werden zur Verfügung gestellt. Erweitert durch Farbinformationen der Zeitstufen (Chronologie).","GB_CODE: eindeutiger Grabungscode    BEFUND_KAT:Befundkategorie
OBJECTID: Objektnummer  
BEZ: Bezirk  
STRNAM: Straßenname  
HNR: Hausnummer  
HNR_BIS: Hausnummer bis  
FUNDKATEGORIE: Fundkategorie  
FUNDE: wichtige Funde (Auswahl)  
DATIERUNG: Zeitstellung",056cee9d-1ed7-4cc7-a00e-3b6ea8200b91,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&typeName=ogdwien:FUNDPUNKTEOGD&srsName=EPSG:4326&outputFormat=csv,CSV
stadt-wien_realnutzungskartierungab200708wien,2007-01-01T00:00:00,,"Dieser Datenbestand bildet die tatsächliche Flächennutzung Wiens in generalisierter Form ab. Die Datenbasis ist eine Luftbildinterpretation unter Hinzunahme ergänzender Sachdaten. Es gibt 32 Nutzungskategorien aus den Bereichen Wohnen, Grünflächen, Verkehr, etc. Die Nutzungskategorien sind hierarchisch in 3 Levels gegliedert.","NUTZUNG_LEVEL3: locker bebautes Wohn(misch)gebiet; Wohn(misch)gebiet mittlerer Dichte; dichtes Wohn(misch)gebiet; großvolumiger, solitärer Wohn(misch)bau; Büro- und Verwaltungsstrukturen; solitäre Handelsstrukturen; Geschäfts-, Kern- und Mischgebiet; Mischnutzung wenig dicht / alter Ortskern; Industrie, produzierendes Gewerbe, Großhandel inklusive Lager; Kultur, Freizeit, Religion, Messe; Gesundheit und Einsatzorganisationen; Bildung; Sport und Bad (Indoor); Militärische Anlagen; Kläranlage, Deponie; Energieversorgung, Rundfunkanlagen; Wasserversorgung; Transformationsfläche, Baustelle, Materialgewinnung; Straßenraum begrünt; Straßenraum unbegrünt; Parkplätze, Parkhäuser; Bahnhöfe, Bahnanlagen; Transport und Logistik inklusive Lager; Park, Grünanlage; Sport und Bad (Outdoor), Camping; Friedhof; Acker; Weingarten; Gärtnerei, Obstplantage; Wald; Wiese; Gewässer inklusive Bachbett  
NUTZUNG_LEVEL2: Erholungs- und Freizeiteinrichtungen; Geschäfts,- Kern- und Mischnutzung (Schwerpunkt betriebliche Tätigkeit); Gewässer; Industrie- und Gewerbenutzung; Landwirtschaft; Naturraum; soziale Infrastruktur; Straßenraum; Technische Infrastruktur/Kunstbauten/Sondernutzung; weitere verkehrliche Nutzungen; Wohn- u. Mischnutzung (Schwerpunkt Wohnen)  
NUTZUNG_LEVEL1: Baulandnutzung; Grünlandnutzung; Verkehr",9bf3a09a-7166-4612-8244-034ecd6bdfd9,https://data.wien.gv.at/daten/geo?service=WFS&request=GetFeature&version=1.1.0&srsName=EPSG:4326&outputFormat=csv&typeName=ogdwien:REALNUT2020OGD,CSV
